polymer,mean(ni),standard_deviation(ni),mean(nd),standard_deviation(nd)
1,-0.464632714157164,-0.2058533295876325,-0.03464047674393933,0.2714101306288911
1,-0.49752551236169573,-0.19597249737338418,-0.4095364415316506,0.8185965693230731
1,-0.5017468297389956,-0.23750150015920213,-0.30625256090067854,0.8658387865453174
1,-0.4543734692895196,-0.21326499764522797,0.12842965370490012,0.13693957099393758
1,-0.4699262788962369,-0.042141529015531816,-0.08323928176918198,0.3625148716171154
1,-0.4735454964518637,-0.20506507143239883,-0.13065099128737478,0.3878199952427156
1,-0.4725029953846856,-0.2059224587607517,-0.1244213581335787,0.3747753326650512
1,-0.4690105072496233,-0.2015951581051527,-0.03734523061927032,0.33037143040995787
1,-0.4812674814448284,-0.20238480812293227,-0.22582526727336727,0.5087278149468126
1,-0.4628878433418808,-0.18918484769059088,-0.005975051042075327,0.239590500626825
1,-0.4588910339468435,-0.17218231878250287,0.06975882328185105,0.20827983070125766
1,-0.47807413717649894,-0.2057860562312412,-0.18663815878466347,0.4498628573899841
1,-0.47082726744488085,-0.20119940518789897,-0.11145823752679453,0.35140834403047566
1,-0.4667121332332009,-0.052587457423466995,-0.08076992276084637,0.3608584591899742
1,-0.4792949359125907,-0.2050395539523885,-0.19696888465222984,0.47672736967312124
1,-0.41012591611257243,1.9518583846821618,0.345844796656968,0.019032222616794745
1,-0.4570751592366419,0.06452014556581794,0.03233175349994566,0.2383146862790728
1,-0.4664256262887934,-0.20562228040499184,-0.04336751428062257,0.29099708863088297
1,-0.4631892984746922,-0.21454551118757317,-0.003612067828949869,0.2499932876150038
1,-0.4735468622000011,-0.20556753381151482,-0.11827738238390308,0.39119505933422694
1,-0.464702397328609,-0.2065794178824767,-0.01234611153484779,0.2694771650951735
1,-0.47992861303185586,-0.09445421885378767,-0.19173886729870004,0.5300734686182834
1,-0.4656234068444525,-0.2165414420785763,0.027265382459253223,0.2778237554317917
1,-0.41359392583871235,1.640431459779453,0.33262733244488407,0.06136467703533742
1,-0.39917168554169713,2.086685325790739,0.45492129934336695,-0.08883949883442971
1,-0.48518108526103937,-0.09153223541549424,-0.23491486630527345,0.7128207156074688
1,-0.43936733414325496,0.008871161204734454,0.39565113616148917,0.06912917619171406
1,-0.4662983415640412,-0.13249289432835099,-0.02051129983544276,0.30755948974986164
1,-0.46359959322829153,-0.02113229179161297,-0.0008284453929322587,0.307301222634058
1,-0.4772957057629012,-0.20995932409841314,-0.15560393381782983,0.43699957589519256
1,-0.46612672255360116,-0.17002307601943234,-0.016202122861113166,0.2997853075055448
1,-0.4685682750011209,-0.18646561222983554,-0.07281888314497607,0.3171437921904504
1,-0.466558539096529,-0.18262871114462,-0.03225560572004764,0.2849119944132524
1,-0.4707722473056353,-0.2108858405998852,-0.08003761767079294,0.3356122313715028
1,-0.46782769432161403,-0.11377791053446727,-0.06510117897560845,0.32271246791059205
1,-0.47346919465483034,-0.21272588288573344,-0.12478899056368332,0.3749676699111716
1,-0.3979794924753823,6.646801437601209,0.1329951198677094,0.23779907792041513
1,-0.4547353625294618,0.6390921394662751,0.025178330545640525,0.22951358233918312
1,-0.4349174715721658,1.212546931696454,0.1525703256068657,0.22175300528350003
1,-0.43729342308443114,0.8697859332033957,0.24085829272067905,0.10948829958776639
1,-0.43994900777575363,0.20748113139337865,0.1692500171795039,0.06074762129186733
1,-0.4626853073955855,-0.023802348109075472,-0.0103261718920725,0.2934346677819711
1,-0.45471997910264056,-0.21479187085822013,0.09440210762140494,0.14356837124240446
1,-0.47410152103417946,-0.19860265363119395,-0.12253410105432015,0.3989980079367422
1,-0.4668057094929379,-0.21424858051108728,-0.037290216150222696,0.28364835786666825
1,-0.4639660789839482,0.14084200036886343,-0.015383177226502598,0.353446820502511
1,-0.4534798647857498,-0.13379011022124856,0.10229755323281282,0.14922437478486372
1,-0.467461913952358,-0.21423976538162912,-0.055945357673681605,0.28780925662491796
1,-0.48303373897544843,-0.20405504317816503,-0.24188658420925244,0.5339230040188873
1,-0.4596179721531986,0.15370744983597626,0.03686649393690799,0.23533058490025768
2,-0.5470493558150121,-0.7584181208186691,-0.16927407728218372,0.9907354083729891
2,-0.546975200193623,-0.754339963558809,-0.1900805474060972,0.9982833947117599
2,-0.5472242766341356,-0.7600498476767952,-0.1690628469722281,1.0008490529543346
2,-0.5497117542387997,-0.7567172647874236,-0.24236344871625554,1.1176737729467168
2,-0.5443690675914479,-0.7564681213916847,-0.17668656291588333,0.8832433462688567
2,-0.5468544890697954,-0.7571148735214055,-0.18069116298303986,0.990547070383641
2,-0.5461940823084145,-0.7584278638564913,-0.15951236205262095,0.9607153539030359
2,-0.5457846280152073,-0.5966363696437263,-0.16775768147319964,0.993594786949764
2,-0.5439726704507621,-0.7475383952505553,-0.11422849960172526,0.9005313874534449
2,-0.5471930295174119,-0.7579653015370282,-0.17616862383633483,1.0100004840718695
2,-0.5525447811304223,-0.7543622333595454,-0.2888896798644163,1.2595937134512123
2,-0.5427839592917864,-0.7605875705737437,-0.07420844348882792,0.8275971345870633
2,-0.5444156080856651,-0.7627407819324481,-0.11755915172535918,0.8760794171736928
2,-0.5389995762608738,-0.7569506337409743,0.03764511011593561,0.6970931304061797
2,-0.5432969402954452,-0.7601013465909982,-0.08875618985087697,0.843943755871189
2,-0.5446810885120467,-0.7599329312229288,-0.11844692753935872,0.8982190197595658
2,-0.5476085171155772,-0.7599139091014665,-0.1911815405086185,1.0129748252066653
2,-0.5453667991345208,-0.7575431032314,-0.13562669608214462,0.9280475085441914
2,-0.5491210156406424,-0.7568555231336623,-0.22920782921203986,1.0882574776559162
2,-0.5480216634312215,-0.757596921916513,-0.19385173958482452,1.038986814251934
2,-0.5432243755455127,-0.7597965286934181,-0.08272585478679378,0.8439682014889511
2,-0.5476745983139129,-0.7598883916214559,-0.1864166106745498,1.0142959430322593
2,-0.5447749199115457,-0.7597594123588574,-0.12327058707843973,0.9025703011432625
2,-0.545653861383116,-0.7588018109271906,-0.1417157815489329,0.9416599498494046
2,-0.5461913207956973,-0.7596656936140916,-0.1546735518019744,0.9556315784220266
2,-0.541229032525137,-0.7639025232041988,-0.016172369926855893,0.773363522122112
2,-0.5441449348147176,-0.7596638377973636,-0.11099610977748926,0.8761002621744256
2,-0.5480403486667262,-0.7571872503737989,-0.20555377043066764,1.0410631100621284
2,-0.5478220240716349,-0.7575556299943141,-0.18813182852629834,1.0323980065711904
2,-0.5460521645679054,-0.7596712610642757,-0.14400383911196368,0.9535970626287237
2,-0.5453994720322671,-0.7576628034103583,-0.13238446450469898,0.9280782295230627
2,-0.5485431090716872,-0.7567738671976287,-0.20974320089985324,1.0640255950921065
2,-0.5243481003918901,-0.769251914922764,0.4905334401355878,0.2955397942470963
2,-0.5468625634928488,-0.7588778994130401,-0.15727825302742762,0.9893506239227017
2,-0.5457961093044934,-0.7577602337885802,-0.14792120875030187,0.9470383458188717
2,-0.5384309147562326,-0.7586389630093054,0.07275346905089042,0.6809252283201942
2,-0.5375426982039057,-0.7626294329287658,0.131483349993199,0.6544681901507038
2,-0.5272458427337109,-0.7725190802724721,0.4595033857539733,0.3457107405019766
2,-0.5228591797824699,-0.7665085538445441,0.5215828365116804,0.2670210813444216
2,-0.5373891340836764,-0.7643530227149297,0.10825157590134392,0.6419300057956572
2,-0.5337837691162993,-0.7347708401158465,0.20945933300081648,0.5356971566229007
2,-0.5445755056752783,-0.7338016398296294,-0.12111007905096327,0.9241851523750924
2,-0.5455351163362773,-0.7597844658846858,-0.1356376969061844,0.9277723828250799
2,-0.5473323658438591,-0.7568954231933152,-0.1841079071623565,1.007944943246983
2,-0.547742060268607,-0.7604168354347643,-0.18548596993752675,1.0172783083992922
2,-0.5463489821603386,-0.7574721182415525,-0.2157507064081203,0.9575257858852889
2,-0.5227298539396223,-0.7680906376051951,0.537787847183969,0.26262984597104166
2,-0.529425546744401,-0.7650726156512259,0.3197422938864373,0.4185389551968327
2,-0.5412727964984158,-0.7619121597633797,0.012220342966818794,0.7737064165974613
2,-0.5456362717477653,-0.7585201907387111,-0.14423782653580886,0.9374031460846984
3,-0.5443719491699354,-0.7597065215821084,-0.32700546539408254,0.8581503504236938
3,-0.5475717019487553,-0.7545645173829014,-0.3603042870884823,0.999730225509078
3,-0.549687621018967,-0.7546758663865835,-0.44024493654866037,1.0910197810256996
3,-0.5512087342630521,-0.7547895351611758,-0.4646038242321023,1.1634212325871074
3,-0.5472322610078614,-0.5085500286474757,-0.41846040727215267,1.0990623121135041
3,-0.48851817827287514,4.006886831481335,-0.39489173682488693,0.8170386594903881
3,-0.5465278801581036,-0.7061972939084511,-0.38043660229193926,0.9749812943397992
3,-0.5515622078908512,-0.755359270896683,-0.47202955638957544,1.1783816291741334
3,-0.5491037711943814,-0.7577690489180383,-0.47123341961308823,1.054214698106229
3,-0.5480521901533233,-0.7568095916696435,-0.457511138659069,1.006399545558476
3,-0.5435976750336347,-0.7604687983031494,-0.4148162782331854,0.8111770992935708
3,-0.5492865263050178,-0.7306578862923356,-0.4313932575023449,1.0962527763638987
3,-0.5507034674851359,-0.7558923542518114,-0.4733298889771964,1.1313816948999507
3,-0.5485232982195858,-0.745536896909368,-0.4140495528790137,1.0718063613218496
3,-0.5496870206901154,-0.7447551341126827,-0.4340200224689585,1.1449971581515996
3,-0.5480637765001585,-0.7569163011315055,-0.4500827571968414,1.0087046734402558
3,-0.55032429978249,-0.756377186372011,-0.4559839593518254,1.1142756391875221
3,-0.5514560247252314,-0.7541075225136225,-0.46268180537678494,1.1748702817280472
3,-0.5451309899616278,-0.7551746171322433,-0.3573743009136127,0.8858970781758475
3,-0.5505244043969365,-0.7571510619476023,-0.4612627715175368,1.1175672461200226
3,-0.5503200674640865,-0.7544694067755895,-0.4440471131744017,1.1148084790705362
3,-0.5482422092430638,-0.7599630882447594,-0.4398701116701006,1.00457879068262
3,-0.5509954674385351,-0.7560951022293495,-0.45828538762479004,1.146798739741772
3,-0.5478161258406683,-0.7585020965256127,-0.337561878910442,1.0042092516412509
3,-0.5531851669246037,-0.761158234217615,-0.48278215299279126,1.2352570272131438
3,-0.5498581744456954,-0.7352807257618745,-0.458227610013674,1.1560546144718629
3,-0.5479898309938674,-0.7560923185042574,-0.36271640662573046,1.018992022074592
3,-0.5439266402360688,-0.7650406028126672,-0.3064887629777171,0.8214049091534513
3,-0.5483145938943407,-0.7418104169194708,-0.42541568085872866,1.0383155949408591
3,-0.548757291397703,-0.7668240426883103,-0.3972766595930118,1.0057228353064311
3,-0.5511802486590456,-0.7563451735334523,-0.4488952166893835,1.1580238305034618
3,-0.5487251738041445,-0.7551838962158834,-0.4341809470351148,1.043034910822381
3,-0.5503040086673072,-0.7562208338126739,-0.44913363341961543,1.1133346050674557
3,-0.5467035363800704,-0.7422386466294651,-0.3876204715532304,0.9647285502069873
3,-0.5407393592891401,-0.746249994487116,-0.22314300144191127,0.7720708363117061
3,-0.54891909503142,-0.7576887848445507,-0.4329025126071076,1.0438196653040104
3,-0.5517500057638408,-0.7551235821722224,-0.4987661433461479,1.1816620227564556
3,-0.5502130288298531,-0.7573862867178808,-0.4659939744602165,1.1046959403929928
3,-0.5472446427904248,-0.6738160757293069,-0.41571540673201285,1.0158802145253407
3,-0.5509785981978063,-0.7613633019660629,-0.4737297166693784,1.1221154941145923
3,-0.5508725651143993,-0.7485474955964252,-0.4668115333493691,1.1553243193228078
3,-0.5517461786674122,-0.7549069155692241,-0.4554663203888313,1.1881493316150002
3,-0.5425322564125481,-0.43241004388377774,-0.3910331382869472,0.9175389148527239
3,-0.5404918437036415,-0.1204092076579237,-0.38519992805476977,0.9399770600277476
3,-0.5501019830005357,-0.7577240453623834,-0.46221479297183843,1.097886221998129
3,-0.5513934404424562,-0.7564992063218794,-0.4725906087644681,1.1636476213828515
3,-0.5499411398929812,-0.7568555231336623,-0.4592853242393035,1.0929503932990021
3,-0.5485885239493079,-0.7155830870104954,-0.3991134143003836,1.053249501274024
3,-0.5497990420538167,-0.7589660507076218,-0.4411047601277283,1.0807705989318785
3,-0.5471001586440754,-0.6674232510554032,-0.4325166351602743,1.0040860591014478
7,-0.552181116920368,-0.7160864772979754,-0.35485484313841165,1.350185212200542
7,-0.5487198608938082,-0.7535127332522867,-0.2636601333594132,1.0735160885997237
7,-0.5497902622443627,-0.7549867156885297,-0.2818690636597882,1.1208306010681863
7,-0.5496390994395396,-0.7547681932688033,-0.2598998902604925,1.1194080487171258
7,-0.5465559305236929,-0.7567771148769028,-0.19703450668914235,0.976818702069417
7,-0.5488505825012356,-0.7561298987930002,-0.25185050555445015,1.074372816843909
7,-0.5492119804698752,-0.7562570222388706,-0.2660834089534018,1.0882398089137775
7,-0.5467908842279725,-0.7631346790329738,-0.20109458692344798,0.9585492355572963
7,-0.5503029130671531,-0.7510059888068915,-0.27419540418196825,1.1210912214444058
7,-0.5515695619192829,-0.7508584513770126,-0.3292636561855427,1.2026529899318048
7,-0.5464491320210001,-0.7369764782971178,-0.20389987984445157,0.9814454949526211
7,-0.5475457977588104,-0.72742134191864,-0.258287032851435,1.038503277103534
7,-0.5468563050645714,-0.7248913997641443,-0.2257097430976762,1.0402483418656863
7,-0.5482501335839043,-0.7556756876488132,-0.26102463396618586,1.0450108522922181
7,-0.5481481076955815,-0.7401828656489828,-0.23568377526609816,1.0576580067498003
7,-0.5468167884179174,-0.7344841164313648,-0.23726082566557993,1.0147260495958068
7,-0.5512123962690467,-0.754039785203049,-0.34850823697038696,1.1786437283752045
7,-0.5487495921801817,-0.6805290287887967,-0.27971279865945864,1.1311947585793745
7,-0.5515975522519869,-0.7569956372966291,-0.3118952592139901,1.1921513917248527
7,-0.5506070696797964,-0.756887999926403,-0.2947415904625769,1.153245605955465
7,-0.5526447058677646,-0.7538481721258793,-0.34378902834103064,1.252321727267117
7,-0.5514535183522762,-0.7473653403406659,-0.33592492938627133,1.2002555576605984
7,-0.5431956348017443,-0.6895538655372381,-0.1404937172888904,0.9061319929310326
7,-0.5455828574881976,-0.7141935442353782,-0.20035229519633121,0.9857552535063566
7,-0.5471249672338662,-0.7393528516173685,-0.3046796500398761,0.9997069886698895
7,-0.5512419924814286,-0.724311920990815,-0.33533221988932876,1.221654976259931
7,-0.543478209592174,-0.6199639859151448,-0.14950579311018056,0.9910027541874465
7,-0.5483980396047076,-0.7488741193405596,-0.28603474352580177,1.0536361561056309
7,-0.548640662510066,-0.750117052594162,-0.2532732132542762,1.068236220943406
7,-0.5498202486704982,-0.6430749355835648,-0.30649695926430176,1.1947719850958236
7,-0.5507803846192421,-0.7606622671970472,-0.3019481133492901,1.1501828696725902
7,-0.5508415881456588,-0.7502024201636517,-0.31031760858139956,1.1743816522784192
7,-0.5513617130626512,-0.756173046531927,-0.34243998373200163,1.182980555853396
7,-0.5269191137562489,-0.04833392548280745,0.0014329845875441427,0.7462550037384783
7,-0.5485103761410559,-0.7480343622711231,-0.23651392870168236,1.0660238218094882
7,-0.5476388487308024,-0.7424729434913798,-0.23412718453653786,1.0235686892250035
7,-0.5468207055636738,-0.7457192309028976,-0.23958032302487975,0.9909451957523573
7,-0.5241045920014756,1.286088773040901,-0.2702096286669552,0.9463268767531435
7,-0.5490658003945201,-0.7538296139585989,-0.2536782671140411,1.0833229734694823
7,-0.5494560141480348,-0.7594550584154595,-0.2762606717732816,1.0889235660877232
7,-0.5491060524440173,-0.665072395215163,-0.2780630372630755,1.1452241384772848
7,-0.5507137181002763,-0.7528831474273003,-0.32969854577033847,1.1559065262371682
7,-0.5510932009755691,-0.7593126244815827,-0.29621555600009913,1.161715748893589
7,-0.5495150414823645,-0.7530302209029972,-0.2705527136326915,1.1026448231833141
7,-0.5465822399356125,-0.7595506329769534,-0.2274739006454606,0.9617352543954001
7,-0.5479997664363607,-0.757596457962331,-0.2266300660345412,1.0295805494641195
7,-0.5455729370539256,-0.706344367384148,-0.19605451230221574,0.9954312688064311
7,-0.5478120285962563,-0.760449312227505,-0.2317708349341467,1.0120685884783214
7,-0.5462216824273649,-0.7462592735707562,-0.1800365673828429,0.964735121333067
7,-0.5484669873733095,-0.6831763513513407,-0.2889817121581029,1.1585831092029517
8,-0.5477107231025554,-0.7595316108554909,-0.19905225237641822,1.0149381902355907
8,-0.5480275316457455,-0.7587136596326088,-0.22534734718400093,1.032420291818735
8,-0.5465200008419269,-0.7581740809189323,-0.172894352229512,0.9749554084752244
8,-0.5459489830465434,-0.6738211792253089,-0.15467648052558985,0.9963078518816656
8,-0.547908336352268,-0.7554984571512857,-0.21665924200859626,1.0343951916815028
8,-0.5496986670698357,-0.7559030251979977,-0.2705527860746187,1.1126309287657272
8,-0.5425577553805182,-0.7613094832809498,-0.10630557780233364,0.8064162091447027
8,-0.5461422138956397,-0.7582241879705892,-0.18322400181702175,0.9541627967201735
8,-0.547469135764466,-0.764215228322873,-0.19940879084286198,0.9853549034706907
8,-0.5351472660204072,-0.5636807761872549,-0.011120083666519957,0.7090039586811824
8,-0.5490413219855977,-0.757853952533346,-0.26451691437755176,1.0729426903377395
8,-0.5465025913052316,-0.7581866076818465,-0.18841063680519282,0.9681440955213902
8,-0.5460983448648118,-0.7617284339073042,-0.18041649424282477,0.9315759332024753
8,-0.546399124627665,-0.7483558825192554,-0.18734174582512947,0.9789378066442254
8,-0.5474165169406267,-0.7583406404702735,-0.22273143815757349,1.0030978954763319
8,-0.5476974558349359,-0.7545788999625437,-0.23262924072121688,1.023111346565495
8,-0.5477264817349089,-0.7545603417952633,-0.2490256015689533,1.0210610394946478
8,-0.5449863257166229,-0.7603537376660111,-0.16235642175335604,0.8983613470070124
8,-0.5376942812389248,-0.7641470270581177,0.08034102612418245,0.6493690863286253
8,-0.5415084405808748,-0.7599626242905775,-0.02505787935302784,0.7823434095568741
8,-0.5493035456279596,-0.7476251546825909,-0.2525837006453197,1.1313521184029205
8,-0.546937964796605,-0.7575723323448665,-0.18144159925250866,0.9927134201976181
8,-0.5506016817283537,-0.7550850739751156,-0.2749905474691724,1.1605123969635602
8,-0.5471871012700027,-0.757959734086844,-0.18973087022501386,1.0025680261023675
8,-0.5491505067954754,-0.7546192639763785,-0.24425055056281397,1.0874003636313356
8,-0.5465345288001346,-0.756882896430401,-0.18411719007784472,0.9716985989344472
8,-0.5456101424345011,-0.7569538814202483,-0.1501982344427525,0.9310765019017588
8,-0.5484818004877217,-0.7569821826253509,-0.23307490345542517,1.0549533389711854
8,-0.5503291774544089,-0.7577291488583855,-0.2834120146094001,1.1335488805714524
8,-0.5499088872254311,-0.7501360747156243,-0.2693173821511821,1.1290248467264072
8,-0.5438858328823839,-0.7614723311988351,-0.1176034861846142,0.8586900186197174
8,-0.5489420876264347,-0.7583550230499159,-0.24007163452187388,1.0730525734538787
8,-0.5489872023396295,-0.75907183226112,-0.23981923649975295,1.0672964341799531
8,-0.5495094284076024,-0.7580154085886852,-0.2584847061722163,1.0959232298902524
8,-0.5434612503021173,-0.7352287628934895,-0.1211689122444425,0.8444430328597471
8,-0.5480376021622305,-0.7512170879597055,-0.22615611990230713,1.039046815962865
8,-0.5468725139435635,-0.7586487060471276,-0.1965953740772009,0.9799263689090841
8,-0.5457568628058226,-0.7574067007018892,-0.1748848080080446,0.9373804107600249
8,-0.5481130785070929,-0.7552145171918961,-0.2269832411258084,1.0382109970161457
8,-0.5478833926884857,-0.7501843259505533,-0.22950178820250047,1.0272526091015868
8,-0.5494543782519142,-0.7573890704429729,-0.26300836299436475,1.0956232470542897
8,-0.5493111097714892,-0.7585058081590689,-0.26322175621328,1.0832396706226304
8,-0.5481952785350929,-0.7585118395634349,-0.22151556250785606,1.0380127187519268
8,-0.5460225683555235,-0.7626011317236633,-0.15767562804294255,0.9374222036362629
8,-0.544393320877051,-0.7614282555515443,-0.12978617956419866,0.8800313772694458
8,-0.5479267364315684,-0.7488898937827478,-0.21290026146897267,1.0567384991758324
8,-0.5443847811991375,-0.7595529527478634,-0.10245838369345503,0.8890542534996738
8,-0.5479425250803645,-0.7483744406865358,-0.21912944962236067,1.045841668953135
8,-0.5456890706702601,-0.7590361077891052,-0.147006722562975,0.9383731651718547
8,-0.519707093114464,2.327296140168304,-0.27499809177841567,1.0361332352404466
6,-0.2970938237485892,1.7388375336461326,0.6476822606203081,-0.32943613648786135
6,-0.399763024468706,0.06274273709454094,0.09069313270902683,-0.0630479832854991
6,-0.4101944136345355,0.05755944097313518,0.036127575933814195,0.014148628583291877
6,-0.37297579580786855,0.06496878925982062,0.33038595852930847,-0.2442237795500983
6,-0.40648441134833146,0.05269070578713142,0.08142269792991787,-0.020834284932204454
6,-0.3973803192568605,0.0613634013114279,0.11616064059500684,-0.08045983425852367
6,-0.41478121121666567,0.06243652733441493,0.01078855932843837,0.055725583533571384
6,-0.39303847085438853,0.07147574666249845,0.17773814124131393,-0.11186437741379454
6,-0.40965476302164616,0.06363770471163648,0.037466644254626286,0.00768023582349966
6,-0.4001672709091258,0.09051271465869663,0.10046556934376893,-0.048272825585306524
6,-0.3987513502880555,0.059601767282339166,0.09974058088833097,-0.07021658032345489
6,-0.40563517114669206,0.06546382837202434,0.053564544363588755,-0.017529162826495956
6,-0.39602636758149257,0.20222406655703343,0.16729412654894324,-0.07666016740378177
6,-0.42550222903693086,0.07147899434177261,-0.06748533592907806,0.16216315350316104
6,-0.4046780368422058,0.04739420484531526,0.10568351994204873,-0.03988503390239051
6,-0.4005189885750341,0.09467020808368014,0.09816538293240804,-0.04813364887776063
6,-0.38832482378592353,0.1658839273428054,0.1719836029417362,-0.1368435294640856
6,-0.3930874126640121,0.04880926510044311,0.14932046692940326,-0.12533842643160115
6,-0.4200316723441966,0.09340871666279735,0.014088578865846413,0.11583365411991425
6,-0.4048282991537515,0.11145282270949589,0.08279656942217556,-0.015579955938104942
6,-0.41505261989045644,0.0694895588093174,0.004465020739703431,0.05502922420002146
6,-0.4067325872955667,0.1222114562361054,0.0817887987307114,0.011510302173449762
6,-0.39954001730857236,1.372317441492387,0.09174659355866362,0.07742917711583713
6,-0.40694762509019583,0.07882524485970482,0.07156808110354575,-0.006703586242947378
6,-0.4036073803518894,0.05024241956866925,0.08933585041802641,-0.04376724490253907
6,-0.38719607047099736,0.06744259295829334,0.2364529128674431,-0.14664546348542815
6,-0.4152720100692594,0.19351564656072232,0.01177412139488853,0.09925372571160863
6,-0.30753511834046954,2.9736200401790174,0.34415389859495993,-0.41572241603278165
6,-0.4020831003731123,0.07179494713972072,0.0867266163977189,-0.042513895833183026
6,-0.3874246156647866,0.4412077936182929,0.17232015778520632,-0.14207863373511578
6,-0.40974572785087887,0.0648959484532453,0.037291986768901594,0.016026388942335937
6,-0.38659344536157914,0.07581464617264781,0.21850059256979495,-0.17153893370975795
6,-0.42655732200177054,0.06329855420458785,-0.09309026615036238,0.16181770001785162
6,-0.40332840753456906,0.04774217048182224,0.12145025695667114,-0.045617357666533326
6,-0.4199110812861392,0.07017435518196297,-0.02800836659320624,0.10645943482366417
6,-0.41850869808067154,0.07030751003219951,-0.006108499420247907,0.09833994054684934
6,-0.42110019766708984,0.061796270563242335,-0.032531309344932584,0.11006808894497874
6,-0.37682307829420336,0.7533621986783923,0.21485970271984392,-0.16491096931881574
6,-0.3894615014416903,0.15485295271135666,0.21920304123712417,-0.10750646060728608
6,-0.4250684764334568,0.07803605879610742,-0.06649974281608811,0.15898719067404743
6,-0.4247283000897198,0.07087817367607076,-0.01695972053249674,0.1569905456562897
6,-0.3872888362867848,0.05940505070916743,0.26317740202222517,-0.14645932444433743
6,-0.3839168641686734,0.8358179917217802,0.21572086130013607,-0.06947900678426136
6,-0.4086490020801835,0.059067756018846666,0.08965426373323478,0.015027462044169899
6,-0.38207304415043164,3.4685491952416077,0.14894579728354415,0.007659005042370538
6,-0.41180593640366575,0.059725643048935594,0.03679699108248313,0.028769564140493326
6,-0.3984413854937732,0.046511300036952044,0.15460373944804176,-0.08606034972068577
