,polymer,mean(ni),standard_deviation(ni),Median(ni),mean(nid),standard_deviation(nid),Median(nid)
302,PVC,0.054895252,0.003253356,0.054281878,-0.100780231,0.08328419,-0.105943152
303,PVC,0.050778927,0.003395223,0.050198376,-0.103682254,0.085842605,-0.109009279
304,PVC,0.051009164,0.003212795,0.05034487,-0.103530841,0.085522004,-0.109002433
305,PVC,0.055695831,0.003272956,0.055099799,-0.104022506,0.082811202,-0.109405857
306,PVC,0.059820765,0.00535971,0.05907343,-0.108425584,0.080713291,-0.11363176
307,PVC,0.048163525,0.003421461,0.047506562,-0.102714479,0.087572067,-0.108146068
308,PVC,0.054329727,0.003307803,0.053769151,-0.10346842,0.083689429,-0.108802098
309,PVC,0.046825388,0.003189563,0.046096564,-0.101065915,0.088091236,-0.106734892
310,PVC,0.057171505,0.003249576,0.056552524,-0.104147818,0.082252102,-0.109361424
311,PVC,0.046309779,0.003136608,0.045583837,-0.099974256,0.088904996,-0.10552567
312,PVC,0.059407156,0.003365795,0.058890313,-0.110534008,0.080856594,-0.115897548
313,PVC,0.048388252,0.003189578,0.04770799,-0.100518868,0.08754866,-0.105916155
314,PVC,0.054209547,0.003228648,0.053598242,-0.103560891,0.083392621,-0.108933407
315,PVC,0.042464504,0.003281445,0.041781115,-0.099030467,0.092267749,-0.104758888
316,PVC,0.053669385,0.003268248,0.053073308,-0.105223546,0.083535691,-0.110715133
317,PVC,0.056894406,0.00322937,0.056277849,-0.108733913,0.082297607,-0.114160451
318,PVC,0.061170492,0.003208759,0.060556675,-0.106720712,0.080281638,-0.111909456
319,PVC,0.055729666,0.003293758,0.055160837,-0.104679946,0.082994577,-0.109936575
320,PVC,0.062580489,0.00341249,0.062149789,-0.111976931,0.079750221,-0.117203755
321,PVC,0.054910788,0.003194118,0.054263566,-0.104034024,0.083614333,-0.109343012
322,PVC,0.05323184,0.003112159,0.052499542,-0.103755022,0.084170289,-0.109244571
323,PVC,0.040090804,0.003212888,0.039339559,-0.098015287,0.094486605,-0.103818336
324,PVC,0.05624766,0.003292168,0.055655252,-0.105310675,0.082612486,-0.11061381
325,PVC,0.039348752,0.003205204,0.038588781,-0.098705241,0.095029715,-0.10464563
326,PVC,0.043659287,0.003303649,0.042898126,-0.097917715,0.09112286,-0.103597693
327,PVC,0.063157516,0.003288694,0.062589269,-0.112800044,0.079629689,-0.118026267
328,PVC,0.058638966,0.003290783,0.058029665,-0.108961886,0.081690602,-0.11420785
329,PVC,0.039055582,0.003303953,0.038399561,-0.098509306,0.095252056,-0.104426434
330,PVC,0.038552081,0.003280865,0.037813587,-0.093661478,0.095507216,-0.099282296
331,PVC,0.046313818,0.003195641,0.045663187,-0.097885132,0.088220516,-0.103225806
332,PVC,0.041579544,0.00326683,0.040914362,-0.096718079,0.092673298,-0.102201874
333,PVC,0.051238773,0.00323162,0.050570714,-0.102522056,0.085745775,-0.10788918
334,PVC,0.051484892,0.003308703,0.050912531,-0.104071624,0.085486633,-0.109408408
335,PVC,0.040830723,0.003193219,0.04004761,-0.09984865,0.093829243,-0.105607742
336,PVC,0.055170377,0.003201222,0.054483306,-0.107137729,0.083553698,-0.112454111
337,PVC,0.047985467,0.003256541,0.047360068,-0.100840223,0.088015589,-0.106222915
338,PVC,0.034559651,0.003230071,0.033760606,-0.097743098,0.100780974,-0.103739965
339,PVC,0.046080532,0.003271862,0.045443447,-0.098237231,0.089565782,-0.103702709
340,PVC,0.045731332,0.003202166,0.045046695,-0.100573057,0.089505177,-0.106058466
341,PVC,0.050327024,0.032773715,0.040755661,-0.089537573,0.093974254,-0.093649115
342,PVC,0.056088347,0.003386651,0.055563694,-0.108660107,0.083103614,-0.113963571
343,PVC,0.047951854,0.003259128,0.047335653,-0.105308558,0.088108205,-0.110933546
344,PVC,0.051500872,0.00331727,0.050943051,-0.106011992,0.085772879,-0.111540648
345,PVC,0.044851847,0.003305655,0.044137215,-0.104028891,0.090155883,-0.109694209
346,PVC,0.051661355,0.00318058,0.050967466,-0.106181321,0.085717918,-0.111628435
347,PVC,0.054671689,0.003180507,0.054001099,-0.108327474,0.084117301,-0.113716428
348,PVC,0.048290789,0.003205051,0.047610328,-0.105217569,0.087862435,-0.110936167
349,PVC,0.047525513,0.003203054,0.046865653,-0.105350459,0.088365376,-0.110992028
350,PET,0.063356816,0.004278547,0.062660227,-0.073302815,0.093764224,-0.077884815
351,PET,0.090092794,0.005218181,0.090041888,-0.080949653,0.084210168,-0.085131382
352,PET,0.08538743,0.004825813,0.085082479,-0.078989436,0.085578477,-0.083404987
353,PET,0.061268495,0.004213601,0.060533404,-0.072600719,0.094699326,-0.077305931
354,PET,0.088101064,0.004185809,0.087438198,-0.076612322,0.085093576,-0.080936455
355,PET,0.107381786,0.007787189,0.108191418,-0.085768143,0.080299797,-0.089999098
356,PET,0.064835993,0.004911334,0.064634453,-0.071296853,0.09333279,-0.07571399
357,PET,0.090107853,0.013158076,0.093914042,-0.078722706,0.084387177,-0.082747633
358,PET,0.072750126,0.006050862,0.073094061,-0.073315034,0.090064464,-0.077725682
359,PET,0.087400605,0.005329845,0.08746681,-0.078931798,0.085137342,-0.083099413
360,PET,0.067615773,0.004017419,0.066799426,-0.072274057,0.091903116,-0.076839676
361,PET,0.069176524,0.004453088,0.068668742,-0.071573416,0.0911592,-0.07606973
362,PET,0.087848747,0.004418354,0.087447735,-0.075463859,0.084835353,-0.079655318
363,PET,0.062769495,0.004345241,0.062183361,-0.073875444,0.094059971,-0.078492997
364,PET,0.078087686,0.00438261,0.077633828,-0.074431331,0.087907945,-0.078673563
365,PET,0.058753317,0.004285898,0.058006012,-0.070691548,0.09590554,-0.07536856
366,PET,0.091141938,0.004820888,0.090967008,-0.079126142,0.083937757,-0.083404529
367,PET,0.072839568,0.004133854,0.072102179,-0.072243825,0.089717798,-0.076672547
368,PET,0.093732516,0.004562518,0.093379952,-0.079680659,0.083317831,-0.083852369
369,PET,0.081398657,0.004178735,0.080790682,-0.074193789,0.086750585,-0.078471285
370,PET,0.069171919,0.004638524,0.068811802,-0.073387858,0.091377966,-0.077837532
371,PET,0.085959839,0.004565034,0.085530733,-0.078532032,0.085642674,-0.082782205
372,PET,0.058627643,0.004302223,0.057901102,-0.072265729,0.095992992,-0.076973738
373,PET,0.090387381,0.004303572,0.089832067,-0.079690078,0.084169824,-0.083931102
374,PET,0.093652701,0.004636204,0.093284579,-0.079952124,0.083407085,-0.08414951
375,PET,0.093256539,0.004457477,0.09292216,-0.080075519,0.08347204,-0.084236864
376,PET,0.102369177,0.004566241,0.10204938,-0.084615013,0.081038551,-0.088870277
377,PET,0.077157029,0.004738469,0.076823155,-0.076381218,0.088177177,-0.080716949
378,PET,0.077742903,0.004442675,0.077280947,-0.07618048,0.088227824,-0.080502264
379,PET,0.089330974,0.004439956,0.088983245,-0.078323418,0.084492897,-0.08252829
380,PET,0.085655407,0.004382383,0.08514924,-0.077143683,0.085635751,-0.081404756
381,PET,0.077464404,0.004273823,0.076851767,-0.071998392,0.088287366,-0.076341555
382,PET,0.085434007,0.006524286,0.086303256,-0.079331354,0.085548924,-0.083562999
383,PET,0.106465281,0.004869968,0.106303028,-0.086151208,0.080223515,-0.090288996
384,PET,0.069176829,0.005744812,0.069450803,-0.071508357,0.091443073,-0.076004343
385,PET,0.123096054,0.006126636,0.123899393,-0.09568553,0.076482914,-0.099522952
386,PET,0.115302189,0.005821474,0.115764054,-0.090333194,0.078074971,-0.094390526
387,PET,0.075511802,0.0044335,0.075068287,-0.074632315,0.088888207,-0.078985459
388,PET,0.100865814,0.004255248,0.100256363,-0.085193425,0.081352357,-0.089513072
389,PET,0.090565703,0.004482702,0.090204022,-0.078409071,0.084268555,-0.082608695
390,PET,0.083606595,0.004509524,0.083346686,-0.077368253,0.086119073,-0.081584023
391,PET,0.063996747,0.004539771,0.063604422,-0.075038688,0.093403184,-0.079668379
392,PET,0.075572323,0.004603437,0.075259034,-0.074565132,0.088972958,-0.078826485
393,PET,0.089779201,0.004993141,0.089832067,-0.078959485,0.084442413,-0.083111338
394,PET,0.061484716,0.004326088,0.060886285,-0.071326391,0.094777671,-0.075845263
395,PET,0.078743051,0.004749618,0.078492187,-0.073758788,0.087949653,-0.078049657
396,PET,0.077654053,0.005038038,0.077786425,-0.072748793,0.088405048,-0.076941302
397,PET,0.082474066,0.004623456,0.082240356,-0.075202191,0.086685582,-0.07939744
398,PET,0.07478746,0.004813996,0.074372063,-0.074531101,0.088962287,-0.078909042
399,PET,0.068789609,0.004673262,0.068544757,-0.073798725,0.091303845,-0.078215802
400,PU,0.029031427,0.005804724,0.029289126,-0.07043589,0.129767955,-0.07810691
401,PU,0.033952541,0.004309113,0.032894235,-0.072032221,0.116998202,-0.077078002
402,PU,0.027056498,0.004250107,0.02592245,-0.067287583,0.131750914,-0.072463768
403,PU,0.033499875,0.004184345,0.032436443,-0.077251335,0.117138242,-0.082574199
404,PU,0.028484487,0.004302127,0.02741981,-0.071457617,0.128233752,-0.076757916
405,PU,0.03490488,0.004229988,0.033857505,-0.080833891,0.115474538,-0.086288416
406,PU,0.031331493,0.004200475,0.030214246,-0.076118054,0.121668845,-0.081525312
407,PU,0.033985414,0.004224245,0.032941922,-0.084299795,0.116670676,-0.090015361
408,PU,0.031974292,0.004201486,0.030900934,-0.079122055,0.119910766,-0.084637496
409,PU,0.034872631,0.004216853,0.03383843,-0.082680004,0.115208917,-0.088398405
410,PU,0.032578622,0.004167431,0.031482711,-0.079811597,0.118470856,-0.085403684
411,PU,0.031497488,0.004264334,0.030433605,-0.080955044,0.121482142,-0.086574655
412,PU,0.028285145,0.004259247,0.027162302,-0.06635264,0.128709682,-0.071455155
413,PU,0.027861203,0.00425849,0.026733123,-0.073496773,0.129751584,-0.078938053
414,PU,0.041631695,0.004201352,0.040667155,-0.075171413,0.106802136,-0.080371808
415,PU,0.032019433,0.004166672,0.030939083,-0.081177931,0.119641571,-0.086824387
416,PU,0.032513757,0.00420137,0.031454099,-0.079588824,0.118931972,-0.085201793
417,PU,0.030210413,0.004212409,0.029088842,-0.077685341,0.123992153,-0.083232685
418,PU,0.07544727,0.004046642,0.074734481,-0.072479765,0.088841578,-0.076825798
419,PU,0.032967571,0.004206227,0.031864204,-0.078268281,0.118794609,-0.083769633
420,PU,0.029400418,0.004275277,0.028392617,-0.077494893,0.125335266,-0.082998172
421,PU,0.037499231,0.004169695,0.036461195,-0.090333142,0.111336763,-0.096232179
422,PU,0.030669592,0.004321542,0.029651544,-0.07653759,0.123322718,-0.082140634
423,PU,0.026583551,0.004261854,0.025483733,-0.0665034,0.132828026,-0.071702557
424,PU,0.032937604,0.004193567,0.031873741,-0.076625917,0.118219332,-0.082038533
425,PU,0.04044572,0.004319959,0.039532213,-0.073964453,0.108646688,-0.079380806
426,PU,0.03519367,0.004207844,0.034181774,-0.082343422,0.114518955,-0.087856743
427,PU,0.031771142,0.004271978,0.030767411,-0.080714744,0.120667781,-0.086342229
428,PU,0.028747932,0.004390029,0.027744079,-0.069764836,0.127055823,-0.074965612
429,PU,0.03729846,0.004266352,0.036346747,-0.083952964,0.112092867,-0.089651503
430,PU,0.032138872,0.004286498,0.03109168,-0.079663202,0.120080676,-0.085168249
431,PU,0.036300147,0.004191412,0.035221342,-0.080991207,0.113142397,-0.086628683
432,PU,0.034404357,0.004218855,0.033352026,-0.083843891,0.115875575,-0.089512555
433,PU,0.034204724,0.004248532,0.033199429,-0.077863938,0.11613023,-0.083381586
434,PU,0.031285096,0.004222074,0.030176097,-0.078984543,0.12172579,-0.084549794
435,PU,0.035396355,0.004756803,0.034172236,-0.082022044,0.114890434,-0.087709005
436,PU,0.030047729,0.004291525,0.028983932,-0.077772273,0.124403774,-0.083471899
437,PU,0.024577776,0.004264122,0.023423671,-0.060664825,0.139409232,-0.065749892
438,PU,0.028295031,0.004353381,0.02727675,-0.07314907,0.128610505,-0.078453884
439,PU,0.030346057,0.004211599,0.029241439,-0.07136516,0.123822447,-0.076623376
440,PU,0.033368407,0.00414462,0.032283846,-0.081925692,0.117385707,-0.087538307
441,PU,0.034889015,0.004215756,0.033847967,-0.08260952,0.115103718,-0.088235294
442,PU,0.030151483,0.004233979,0.029069767,-0.075100048,0.124198824,-0.08056266
443,PU,0.03153806,0.004194949,0.030404993,-0.078609416,0.121472936,-0.084170854
444,PU,0.029315848,0.004228766,0.028192334,-0.079078965,0.126091499,-0.084745762
445,PU,0.037073643,0.004219818,0.03601294,-0.08644552,0.112273968,-0.092180217
446,PU,0.032392894,0.004252314,0.031349188,-0.085915598,0.119625061,-0.091787439
447,PU,0.02717305,0.004218857,0.026036898,-0.070602176,0.131006254,-0.075917181
448,PU,0.034502845,0.004190984,0.033437862,-0.084064801,0.115911732,-0.089777777
449,PU,0.031609354,0.004274867,0.030576665,-0.076494651,0.121161422,-0.081978554
450,ABS,0.237328473,0.006001995,0.236859473,-0.015229939,0.055831841,-0.01453702
451,ABS,0.20491725,0.005944543,0.204270433,-0.040862349,0.069812443,-0.039939249
452,ABS,0.225025543,0.006024948,0.224556324,-0.022680301,0.06153265,-0.02167496
453,ABS,0.200576488,0.005884434,0.199940487,-0.045874105,0.071377317,-0.045093093
454,ABS,0.216023931,0.006016373,0.215514939,-0.029933185,0.065516204,-0.028761838
455,ABS,0.185336138,0.005424261,0.184718916,-0.064892101,0.075145036,-0.065428257
456,ABS,0.220480478,0.005934529,0.219911646,-0.026175552,0.063580683,-0.025073779
457,ABS,0.170363822,0.00812812,0.171099615,-0.084740457,0.077013348,-0.08646521
458,ABS,0.245389092,0.005895307,0.244832677,-0.011373339,0.051985637,-0.01089657
459,ABS,0.28646629,0.005739183,0.286033922,-0.00219145,0.030066898,-0.00182621
460,ABS,0.140431044,0.00436137,0.139769502,-0.107537501,0.073955951,-0.111065907
461,ABS,0.215700591,0.006096371,0.215200208,-0.030180533,0.06553338,-0.029044401
462,ABS,0.155907304,0.004577138,0.155219969,-0.099262858,0.074968937,-0.102277752
463,ABS,0.265970063,0.006109659,0.265700345,-0.005421517,0.041488057,-0.005351422
464,ABS,0.243014047,0.005915317,0.242496032,-0.012573227,0.05318221,-0.012027831
465,ABS,0.254261067,0.006261741,0.25434139,-0.008305009,0.047614024,-0.00790323
466,ABS,0.227331615,0.005938863,0.22677852,-0.021091896,0.060462517,-0.020152855
467,ABS,0.308156276,0.00382766,0.308532473,0.000240308,0.013229135,0
468,ABS,0.26040568,0.006133561,0.260140084,-0.006611882,0.044456698,-0.006481731
469,ABS,0.304313623,0.004881703,0.304393274,-0.000237469,0.017281686,0
470,ABS,0.192030259,0.005715226,0.191423656,-0.056456202,0.073840619,-0.056300813
471,ABS,0.151655418,0.00448546,0.150966322,-0.102051391,0.074542616,-0.105206353
472,ABS,0.196940954,0.005706029,0.196297229,-0.050163062,0.072477324,-0.049645058
473,ABS,0.164605485,0.004856451,0.163975233,-0.090485916,0.075715712,-0.092995242
474,ABS,0.183709851,0.00565196,0.183288317,-0.067201013,0.075423966,-0.067847188
475,ABS,0.196623638,0.00580598,0.195992034,-0.050647656,0.072608418,-0.050113679
476,ABS,0.226176721,0.005963062,0.225576817,-0.021878976,0.061012448,-0.020906524
477,ABS,0.232006366,0.005967759,0.231518571,-0.018111941,0.05834081,-0.017262663
478,ABS,0.20109212,0.005859982,0.200426891,-0.045420269,0.071160173,-0.044654811
479,ABS,0.207350724,0.006034998,0.206807361,-0.038286561,0.068930356,-0.037257824
480,ABS,0.186223792,0.005532402,0.185624962,-0.063850327,0.074963744,-0.064269458
481,ABS,0.197561006,0.005738888,0.19693623,-0.049428352,0.072205664,-0.048890606
482,ABS,0.205010022,0.005869837,0.204365806,-0.040635315,0.069715855,-0.039726127
483,ABS,0.183097807,0.005299644,0.182429958,-0.067899393,0.075391981,-0.068691215
484,ABS,0.271643734,0.005928223,0.271241531,-0.004308015,0.038468101,-0.004213239
485,ABS,0.207571025,0.005924761,0.206940884,-0.038068685,0.068860464,-0.037043694
486,ABS,0.253166671,0.005829394,0.252653284,-0.008812303,0.048184686,-0.008515793
487,ABS,0.233233714,0.005908203,0.232691662,-0.017441242,0.057838365,-0.016625514
488,ABS,0.191096895,0.005520991,0.190412699,-0.057367205,0.073962691,-0.057357107
489,ABS,0.245717619,0.005977993,0.245309543,-0.01124568,0.051791009,-0.010791088
490,ABS,0.186419507,0.005358342,0.185758484,-0.063485167,0.074921083,-0.063917635
491,ABS,0.197142887,0.005872921,0.196583349,-0.050093166,0.072464318,-0.049488302
492,ABS,0.259741363,0.00613639,0.259482009,-0.006909754,0.044790083,-0.006766409
493,ABS,0.192060786,0.005759714,0.191499954,-0.056231909,0.073704794,-0.056119272
494,ABS,0.227041847,0.005983089,0.226540087,-0.021345115,0.060609768,-0.020363096
495,ABS,0.218173897,0.006060482,0.2176513,-0.027971174,0.064589668,-0.02681381
496,ABS,0.16502189,0.004868721,0.164385338,-0.089810501,0.075681073,-0.092261993
497,ABS,0.209902111,0.006019234,0.20934429,-0.035675364,0.067944047,-0.034568355
498,ABS,0.222392939,0.006933157,0.222801456,-0.025074116,0.062851447,-0.023895351
499,ABS,0.209652605,0.005886558,0.209010483,-0.035943126,0.068059342,-0.034863572
500,PE-LD,0.003541883,0.001670559,0.00307636,0.000317404,0.283512635,0.000995026
501,PE-LD,0.003600991,0.001689532,0.003126717,-0.005696044,0.27843566,-0.007247759
502,PE-LD,0.003552375,0.001666162,0.003087041,-0.004328645,0.281722847,-0.005556743
503,PE-LD,0.003779016,0.001636005,0.003326619,-0.008941409,0.265696859,-0.010106204
504,PE-LD,0.00363,0.001630304,0.0031786,-0.005704104,0.273539194,-0.00633045
505,PE-LD,0.004096716,0.002731359,0.003312885,-0.0128776,0.265942761,-0.018726592
506,PE-LD,0.00349634,0.001639672,0.003042788,-0.004944741,0.283896681,-0.005607477
507,PE-LD,0.003676371,0.001640319,0.003221327,-0.006728399,0.272005092,-0.007883566
508,PE-LD,0.003585965,0.001638522,0.003132821,-0.007104058,0.277607802,-0.00795756
509,PE-LD,0.003575314,0.001642055,0.003122139,-0.005442816,0.278719046,-0.006076975
510,PE-LD,0.004149952,0.002788151,0.003335775,-0.011996041,0.265163105,-0.016806723
511,PE-LD,0.003668771,0.001635086,0.003216749,-0.006594904,0.272289684,-0.007661007
512,PE-LD,0.003519274,0.001640674,0.003064152,-0.002261852,0.282492041,-0.002409639
513,PE-LD,0.003612837,0.001639891,0.003160288,-0.005401608,0.275953286,-0.006088501
514,PE-LD,0.003577159,0.001631328,0.003128243,-0.008159712,0.276868341,-0.009311303
515,PE-LD,0.003726706,0.001636291,0.003274736,-0.011398483,0.268595604,-0.01293723
516,PE-LD,0.00361404,0.001637166,0.003161814,-0.008565252,0.275818851,-0.009836066
517,PE-LD,0.003601773,0.001637704,0.003149606,-0.006814124,0.276564106,-0.007824726
518,PE-LD,0.003911967,0.001688014,0.003499054,-0.018366128,0.260602432,-0.022251526
519,PE-LD,0.003484855,0.001640675,0.003032106,-0.003355627,0.28464648,-0.003756221
520,PE-LD,0.00374832,0.001635815,0.003297626,-0.01426721,0.266895756,-0.016387848
521,PE-LD,0.003517833,0.001640561,0.003064152,-0.004047619,0.282493096,-0.004366812
522,PE-LD,0.003578622,0.001637843,0.003125191,-0.005246096,0.278043055,-0.005907505
523,PE-LD,0.003521556,0.001640135,0.003067204,-0.001714984,0.282310041,-0.00170697
524,PE-LD,0.003634076,0.001643459,0.003183178,-0.007090732,0.274548062,-0.007989757
525,PE-LD,0.003689364,0.001636521,0.003236587,-0.009605833,0.271004588,-0.010989011
526,PE-LD,0.004190184,0.002384124,0.003465483,-0.015553669,0.258998102,-0.02355219
527,PE-LD,0.005502386,0.005210339,0.003778307,-0.026142501,0.24361067,-0.039229426
528,PE-LD,0.003729191,0.00200504,0.003174022,-0.007857481,0.27507087,-0.009678865
529,PE-LD,0.003608243,0.001635857,0.003158762,-0.00828057,0.275514811,-0.00990099
530,PE-LD,0.003658467,0.001649934,0.003203015,-0.00477841,0.274722126,-0.005345552
531,PE-LD,0.003634009,0.001660964,0.003172496,-0.006343009,0.276253433,-0.007486631
532,PE-LD,0.004306917,0.003241026,0.003419703,-0.015724174,0.260291421,-0.020754717
533,PE-LD,0.00450181,0.002929604,0.003590612,-0.020063443,0.252351918,-0.02683062
534,PE-LD,0.003757358,0.001640478,0.003303729,-0.008024079,0.267150129,-0.009035428
535,PE-LD,0.00363232,0.00163756,0.003180126,-0.008418924,0.274429794,-0.009623149
536,PE-LD,0.0035617,0.0016409,0.003109931,-0.004838113,0.279573655,-0.005655818
537,PE-LD,0.003648072,0.001624206,0.003198437,-0.008300224,0.271593899,-0.009463722
538,PE-LD,0.00365869,0.00163751,0.003206067,-0.008091102,0.272868449,-0.009198423
539,PE-LD,0.003793,0.001643801,0.003344931,-0.011011003,0.26480574,-0.012345679
540,PE-LD,0.003623862,0.001630375,0.003172496,-0.006858978,0.274033681,-0.007800312
541,PE-LD,0.003656258,0.0016404,0.003203015,-0.009914158,0.273253533,-0.011261261
542,PE-LD,0.003664635,0.001681989,0.003196911,-0.008372602,0.274702014,-0.010942059
543,PE-LD,0.003591838,0.001625255,0.003141976,-0.007370844,0.275108262,-0.00836728
544,PE-LD,0.003706054,0.001637151,0.003254898,-0.011148118,0.26971988,-0.012765957
545,PE-LD,0.003761886,0.001643124,0.003309833,-0.014294639,0.266753763,-0.016514519
546,PE-LD,0.003643883,0.001638523,0.003190808,-0.009699732,0.273723948,-0.011071682
547,PE-LD,0.003613136,0.001638266,0.003160288,-0.008079767,0.275870062,-0.009161381
548,PE-LD,0.003552855,0.001641725,0.003099249,-0.005543295,0.280174647,-0.006163693
549,PE-LD,0.003548878,0.001640395,0.003096197,-0.006683007,0.280230308,-0.007674036
550,SAN,0.019985206,0.003334598,0.019074651,-0.055636362,0.137202316,-0.060218978
551,SAN,0.020269871,0.003377611,0.019404261,-0.055483894,0.136025839,-0.060207612
552,SAN,0.022213156,0.003306214,0.021345297,-0.059412999,0.12833776,-0.063943778
553,SAN,0.02042734,0.003336799,0.019538546,-0.058093476,0.134659928,-0.062783326
554,SAN,0.021393428,0.003329396,0.020539584,-0.058961841,0.131436278,-0.063543004
555,SAN,0.020414044,0.003361211,0.019538546,-0.058493768,0.13558779,-0.063088689
556,SAN,0.019713372,0.003352403,0.018842703,-0.058835113,0.137783456,-0.063372985
557,SAN,0.019431287,0.003385231,0.018568028,-0.058189223,0.139399723,-0.062725306
558,SAN,0.021562226,0.003306036,0.020673869,-0.059578322,0.130875614,-0.064267352
559,SAN,0.020308177,0.003325866,0.019440884,-0.058976046,0.135235837,-0.063591433
560,SAN,0.01932344,0.003368677,0.018458158,-0.058038524,0.139921298,-0.062812277
561,SAN,0.02051658,0.003331075,0.019624,-0.058837245,0.134891212,-0.063467962
562,SAN,0.020878115,0.003327808,0.01998413,-0.059504265,0.133632922,-0.064194988
563,SAN,0.018873068,0.003349556,0.017957639,-0.056602872,0.141913629,-0.061296596
564,SAN,0.019675974,0.003370432,0.018818287,-0.057785188,0.138085269,-0.062278839
565,SAN,0.020865149,0.003393497,0.020039065,-0.056426668,0.133821065,-0.061038764
566,SAN,0.020400537,0.00331221,0.019501923,-0.059824914,0.13490928,-0.064613324
567,SAN,0.018617969,0.003342857,0.017701276,-0.054902332,0.14311288,-0.059486317
568,SAN,0.018840517,0.003366074,0.017939327,-0.056021084,0.142127307,-0.060734463
569,SAN,0.02006651,0.003359643,0.019196728,-0.057684964,0.136878278,-0.062297326
570,SAN,0.01996814,0.003319635,0.019074651,-0.057832969,0.136698977,-0.0624346
571,SAN,0.019708795,0.003351777,0.018824391,-0.056899646,0.137959112,-0.061381426
572,SAN,0.019728105,0.003358633,0.018861014,-0.057683366,0.138264343,-0.062355658
573,SAN,0.019256207,0.003360688,0.018354392,-0.056208849,0.140234357,-0.060725835
574,SAN,0.019628776,0.003342236,0.018726729,-0.058289969,0.13859882,-0.062972292
575,SAN,0.022131076,0.003340135,0.021259843,-0.060124112,0.129313219,-0.064770932
576,SAN,0.021536179,0.003396234,0.020710493,-0.061948353,0.131003591,-0.066708036
577,SAN,0.018335983,0.003340995,0.017414393,-0.055136675,0.144541516,-0.05973025
578,SAN,0.019781279,0.003331182,0.018879326,-0.057430358,0.1380691,-0.062258178
579,SAN,0.02036804,0.003341506,0.019489715,-0.058429842,0.135500099,-0.063137105
580,SAN,0.017221143,0.003378326,0.016297381,-0.056224623,0.150338928,-0.061158363
581,SAN,0.018959414,0.003339693,0.018049197,-0.057368487,0.141137945,-0.06208469
582,SAN,0.020137042,0.003338436,0.019239456,-0.058546747,0.136190823,-0.063257948
583,SAN,0.018421029,0.003350623,0.017512055,-0.053970207,0.144136365,-0.058426966
584,SAN,0.021265264,0.003312349,0.020386987,-0.060071881,0.131759194,-0.064776023
585,SAN,0.023392737,0.0033233,0.022535555,-0.060864295,0.12529383,-0.065508706
586,SAN,0.01946453,0.003348379,0.018568028,-0.059182155,0.13933368,-0.063887021
587,SAN,0.021221712,0.00366062,0.020209974,-0.059406635,0.132465269,-0.064249034
588,SAN,0.020501744,0.00330338,0.019599585,-0.058402863,0.134588905,-0.063026626
589,SAN,0.02334327,0.003330818,0.022474516,-0.061204079,0.125404557,-0.065975359
590,SAN,0.021014693,0.003390832,0.020179454,-0.060725094,0.133183071,-0.065357367
591,SAN,0.018980336,0.00332842,0.018091925,-0.05749785,0.140707325,-0.06214331
592,SAN,0.01731085,0.003333995,0.016401148,-0.056436515,0.149221874,-0.061208267
593,SAN,0.020534357,0.003318485,0.019660624,-0.065883159,0.134163059,-0.070983441
594,SAN,0.020712407,0.003326383,0.019801013,-0.058386507,0.134169354,-0.06306803
595,SAN,0.019892999,0.004256113,0.018824391,-0.058466635,0.137791911,-0.063076355
596,SAN,0.018688346,0.003354404,0.017805042,-0.058603949,0.142538929,-0.063407722
597,SAN,0.020415532,0.003332974,0.019514131,-0.058078442,0.13527081,-0.062782315
598,SAN,0.020879253,0.003346888,0.020026857,-0.060648933,0.133183366,-0.065503411
599,SAN,0.020631937,0.003364114,0.019770494,-0.057627167,0.134545725,-0.062275449
