,polymer,mean(ni),median(ni),standard_deviation(ni),variance(ni),iqr(ni),range(ni),mean(nid),median(nid),standard_deviation(nid),variance(nid),iqr(nid),range(nid)
0,PA,0.009365896,0.008583593,0.002825759,7.98E-06,0.002551764,0.053845619,-0.276781372,-0.307875894,0.207547734,0.043076062,0.242873081,1.654360651
1,PA,0.007270636,0.006476904,0.002855118,8.15E-06,0.002581436,0.054087231,-0.196968372,-0.225367469,0.24920974,0.062105494,0.308463385,1.743541605
2,PA,0.00697486,0.006216923,0.002756422,7.60E-06,0.002531983,0.050235565,-0.210128476,-0.240617038,0.25281833,0.063917108,0.318094376,1.716917824
3,PA,0.010030709,0.009249086,0.002815453,7.93E-06,0.002543287,0.054990098,-0.298975033,-0.329870129,0.197330748,0.038939424,0.228032291,1.660835488
4,PA,0.009032459,0.008138518,0.00316087,9.99E-06,0.002683168,0.054468724,-0.266939901,-0.298268119,0.215274363,0.046343052,0.254918967,1.694121646
5,PA,0.008796444,0.008011353,0.002832326,8.02E-06,0.002556003,0.054506874,-0.259358152,-0.290283644,0.216654466,0.046939158,0.25621693,1.715046846
6,PA,0.008854087,0.008066458,0.002827696,8.00E-06,0.002547526,0.054375471,-0.261480274,-0.292461021,0.215686422,0.046520632,0.254993323,1.707968441
7,PA,0.009085555,0.008299592,0.002833951,8.03E-06,0.002564481,0.05487565,-0.273859388,-0.305414423,0.212186361,0.045023052,0.249789779,1.696150075
8,PA,0.008300256,0.007515412,0.002827092,7.99E-06,0.002547526,0.054316127,-0.24197757,-0.272488509,0.22515354,0.050694117,0.269289273,1.725724923
9,PA,0.009477839,0.008681085,0.002863723,8.20E-06,0.002581436,0.055210516,-0.281407342,-0.31253545,0.20536627,0.042175305,0.239588983,1.673265273
10,PA,0.009751813,0.008948131,0.002898278,8.40E-06,0.002759466,0.055278337,-0.289350789,-0.320794147,0.202709521,0.04109115,0.235931816,1.674110608
11,PA,0.008497117,0.007723114,0.002820709,7.96E-06,0.002547526,0.054655232,-0.250716873,-0.281509433,0.221009552,0.048845222,0.262895983,1.714440984
12,PA,0.00893914,0.00816395,0.002826498,7.99E-06,0.002564481,0.054549262,-0.264561526,-0.295774647,0.213799615,0.045710275,0.252155362,1.699868021
13,PA,0.00924623,0.008371652,0.003130889,9.80E-06,0.003200302,0.054299172,-0.267315415,-0.299503035,0.214803904,0.046140717,0.255653776,1.71615907
14,PA,0.008433112,0.007646815,0.002825425,7.98E-06,0.002539048,0.055028247,-0.246969378,-0.277813922,0.222815289,0.049646653,0.265634973,1.716996945
15,PA,0.012829003,0.010427476,0.00721665,5.21E-05,0.004425319,0.079219143,-0.327499229,-0.359276629,0.188489833,0.035528417,0.218899315,1.663754105
16,PA,0.00984379,0.008787056,0.003367539,1.13E-05,0.003005317,0.054879889,-0.286214543,-0.317676142,0.205230317,0.042119483,0.240650446,1.680929789
17,PA,0.009257485,0.0084861,0.002830017,8.01E-06,0.002564481,0.055155412,-0.274595982,-0.30571992,0.209096979,0.043721547,0.245007979,1.700314402
18,PA,0.009437113,0.008693802,0.002807192,7.88E-06,0.002526331,0.054731531,-0.280073373,-0.311294765,0.20622448,0.042528536,0.241294296,1.688963494
19,PA,0.008785768,0.007998637,0.002831131,8.02E-06,0.002551764,0.054193202,-0.260932236,-0.292166223,0.217115418,0.047139105,0.256975461,1.682942033
20,PA,0.00934478,0.008562399,0.002823442,7.97E-06,0.002547526,0.053697261,-0.278914611,-0.310113864,0.207595021,0.043095693,0.242929711,1.658449859
21,PA,0.008374122,0.007502696,0.003048041,9.29E-06,0.002806093,0.055579293,-0.245901173,-0.277439641,0.227155966,0.051599833,0.273070477,1.678739467
22,PA,0.00929848,0.008520011,0.002798153,7.83E-06,0.002509376,0.054125381,-0.283131474,-0.314875135,0.207840735,0.043197771,0.243299775,1.661251913
23,PA,0.012649542,0.01019858,0.006607986,4.37E-05,0.00531123,0.079066546,-0.324691567,-0.357694286,0.191684551,0.036742967,0.222417133,1.631718136
24,PA,0.013478559,0.011228611,0.007447174,5.55E-05,0.004904305,0.097725793,-0.340673968,-0.372083155,0.179874055,0.032354676,0.205373544,1.608799655
25,PA,0.00804502,0.007358576,0.00305406,9.33E-06,0.002835765,0.057134937,-0.229426644,-0.26480156,0.241372135,0.058260508,0.296561103,1.806306029
26,PA,0.011040186,0.010461386,0.003262483,1.06E-05,0.002767944,0.062463122,-0.329326546,-0.363261943,0.191983932,0.03685783,0.220791317,1.686110226
27,PA,0.00923429,0.008422518,0.002963693,8.78E-06,0.002814571,0.053977022,-0.275878989,-0.307756814,0.210259191,0.044208927,0.24730054,1.666108046
28,PA,0.009421241,0.008562399,0.00319857,1.02E-05,0.002831526,0.056787354,-0.278464995,-0.3107391,0.21031303,0.044231571,0.2477262,1.677681804
29,PA,0.00857274,0.007786696,0.002826216,7.99E-06,0.002547526,0.054350038,-0.253213522,-0.284210525,0.220272518,0.048519982,0.261797922,1.68945516
30,PA,0.009252767,0.008443712,0.002887973,8.34E-06,0.002649257,0.054985859,-0.277245208,-0.308812481,0.209359973,0.043831598,0.245692528,1.668556294
31,PA,0.009115694,0.008325025,0.002874526,8.26E-06,0.002691645,0.056032846,-0.269179765,-0.300421432,0.211727995,0.044828744,0.249095873,1.654052125
32,PA,0.00922172,0.008422518,0.002861983,8.19E-06,0.002589914,0.054023649,-0.275468398,-0.306642801,0.208308044,0.043392241,0.243684102,1.666211792
33,PA,0.008978971,0.008193622,0.002823984,7.97E-06,0.002560242,0.054383948,-0.266402788,-0.297487436,0.21284727,0.04530396,0.25052481,1.668076834
34,PA,0.00915253,0.008337742,0.003006147,9.04E-06,0.002717078,0.063785631,-0.269190042,-0.30053556,0.211578837,0.044765604,0.248888691,1.677762543
35,PA,0.008801072,0.008015592,0.002814535,7.92E-06,0.002534809,0.054082993,-0.261435265,-0.292511292,0.215685587,0.046520272,0.254634276,1.675974474
36,PA,0.013715497,0.009355056,0.017417185,0.000303358,0.004840722,0.133908286,-0.299307513,-0.332961369,0.205306632,0.042150813,0.248418494,1.676895577
37,PA,0.00997333,0.008926936,0.004512311,2.04E-05,0.003022272,0.08903623,-0.284877579,-0.316777709,0.204571304,0.041849418,0.239411557,1.668364105
38,PA,0.01122355,0.009333862,0.005687346,3.23E-05,0.004972126,0.076523259,-0.2988867,-0.332986471,0.20360792,0.041456185,0.238349511,1.655942691
39,PA,0.011121074,0.009622102,0.005019174,2.52E-05,0.003412243,0.085170434,-0.311334533,-0.342986978,0.194548609,0.037849161,0.224753517,1.630902616
40,PA,0.01092322,0.009884908,0.003643032,1.33E-05,0.003509736,0.054570456,-0.305699531,-0.336487906,0.191315749,0.036601716,0.219662367,1.637033819
41,PA,0.009491922,0.00859207,0.003193652,1.02E-05,0.002967168,0.054468724,-0.278524166,-0.310187819,0.209186204,0.043758868,0.246614884,1.668972968
42,PA,0.010015385,0.009244847,0.002806616,7.88E-06,0.00253057,0.054990098,-0.295103845,-0.326053041,0.197652032,0.039066326,0.228864735,1.618470199
43,PA,0.008756217,0.00798592,0.002843351,8.08E-06,0.002598391,0.05434156,-0.259765209,-0.291139239,0.217556091,0.047330653,0.257732844,1.68638115
44,PA,0.00922278,0.008443712,0.002812458,7.91E-06,0.002539048,0.054218634,-0.274829389,-0.305951439,0.208853743,0.043619886,0.24476087,1.660966431
45,PA,0.009398453,0.008261443,0.003513079,1.23E-05,0.003238452,0.054294933,-0.274124835,-0.306203473,0.214130396,0.045851827,0.254339323,1.677779752
46,PA,0.01005326,0.00927028,0.002960977,8.77E-06,0.002869675,0.054176246,-0.295920553,-0.327207758,0.198308233,0.039326155,0.229870234,1.645912757
47,PA,0.009194732,0.008430996,0.002812051,7.91E-06,0.002543287,0.054277978,-0.272462428,-0.303514376,0.208983123,0.043673946,0.244851286,1.66159476
48,PA,0.008184204,0.007396726,0.002831449,8.02E-06,0.002551764,0.054214396,-0.238409283,-0.268940488,0.227668815,0.051833089,0.273360213,1.704984607
49,PA,0.009689039,0.008761623,0.003558427,1.27E-05,0.002636541,0.088951454,-0.28562697,-0.317092656,0.204799923,0.041943008,0.239501289,1.655101172
50,PC,0.003965228,0.003517366,0.001631294,2.66E-06,0.001513764,0.029146066,-0.220862508,-0.253731342,0.262296499,0.068799454,0.335411645,1.734760511
51,PC,0.003956721,0.003505158,0.001633508,2.67E-06,0.00150766,0.029197949,-0.217880616,-0.250489239,0.262697947,0.069010212,0.335613523,1.742615302
52,PC,0.003962889,0.003512788,0.00163575,2.68E-06,0.001506134,0.029211683,-0.219605078,-0.252493437,0.263596451,0.069483089,0.33768942,1.739358415
53,PC,0.003796692,0.003344931,0.001637751,2.68E-06,0.00150766,0.029329183,-0.199712374,-0.230670514,0.271980386,0.073973331,0.352380551,1.754621816
54,PC,0.004130057,0.003682171,0.001630181,2.66E-06,0.001506134,0.029344442,-0.227429566,-0.260215053,0.25388974,0.06446,0.321089059,1.717554572
55,PC,0.003980228,0.003528047,0.001636983,2.68E-06,0.001510712,0.029345968,-0.219281274,-0.251972645,0.262564327,0.068940026,0.335933768,1.737349643
56,PC,0.004005488,0.003557041,0.001623169,2.63E-06,0.001490875,0.029033144,-0.226204921,-0.259398495,0.259777099,0.067484141,0.330905071,1.725517897
57,PC,0.004049091,0.003537203,0.00194905,3.80E-06,0.00153055,0.035175182,-0.221918266,-0.255025789,0.26290544,0.069119271,0.336515839,1.735639662
58,PC,0.004150398,0.003700482,0.001645505,2.71E-06,0.001558017,0.029229995,-0.234268098,-0.268482489,0.255321471,0.065189053,0.324123329,1.729105748
59,PC,0.003962955,0.003512788,0.001634288,2.67E-06,0.001504608,0.029376488,-0.218495965,-0.251390433,0.263673744,0.069523843,0.337877641,1.740938055
60,PC,0.003610364,0.003158762,0.001642402,2.70E-06,0.001516816,0.029370384,-0.178797611,-0.20782959,0.282853436,0.080006067,0.371537052,1.782582192
61,PC,0.004248544,0.00379967,0.001629977,2.66E-06,0.001500031,0.029303241,-0.244201094,-0.278481012,0.249890836,0.06244543,0.314459127,1.706142165
62,PC,0.004144945,0.00369743,0.00162862,2.65E-06,0.001498505,0.02934902,-0.234527602,-0.26810176,0.253998776,0.064515378,0.321029074,1.713183873
63,PC,0.004496026,0.004059086,0.001640554,2.69E-06,0.001532076,0.029431423,-0.264190218,-0.299274748,0.240241524,0.05771599,0.298692379,1.681785909
64,PC,0.004207905,0.003758469,0.001628734,2.65E-06,0.001496979,0.029216261,-0.241063877,-0.275010839,0.251207256,0.063105085,0.316510656,1.716048636
65,PC,0.004120381,0.003669963,0.001631131,2.66E-06,0.001500031,0.029280352,-0.23316576,-0.266666666,0.255458918,0.065259259,0.323538351,1.71904357
66,PC,0.003941058,0.003489898,0.001635369,2.67E-06,0.001504608,0.02925441,-0.215457273,-0.247843362,0.264336741,0.069873913,0.338874062,1.751752381
67,PC,0.004076728,0.003627236,0.001635277,2.67E-06,0.001509186,0.029460416,-0.229285977,-0.262659725,0.257653714,0.066385436,0.327322216,1.730360191
68,PC,0.003839607,0.003387658,0.001639473,2.69E-06,0.001510712,0.029320027,-0.205476373,-0.237151702,0.269839854,0.072813547,0.348486134,1.753691433
69,PC,0.003905298,0.003453275,0.001635927,2.68E-06,0.00150766,0.029222365,-0.213575111,-0.245852922,0.266169379,0.070846138,0.342136295,1.745431161
70,PC,0.004223548,0.003773729,0.001633092,2.67E-06,0.001503082,0.029834279,-0.242879296,-0.277078838,0.251202592,0.063102742,0.316687668,1.708449944
71,PC,0.003937459,0.003486846,0.001635503,2.67E-06,0.001506134,0.02917506,-0.215743565,-0.248142644,0.264412546,0.069913994,0.338989543,1.756458741
72,PC,0.004116915,0.003666911,0.001631617,2.66E-06,0.001499268,0.029211683,-0.233728752,-0.267497602,0.255819742,0.065443741,0.324298301,1.724489816
73,PC,0.004055202,0.003607398,0.001628968,2.65E-06,0.001498505,0.029141488,-0.22815448,-0.261567819,0.258274504,0.06670572,0.328525265,1.735008795
74,PC,0.004032062,0.003581456,0.001633746,2.67E-06,0.001503082,0.02923152,-0.223704034,-0.256722655,0.259630308,0.067407897,0.330763784,1.723426874
75,PC,0.00434532,0.003897333,0.001622874,2.63E-06,0.001483245,0.029242202,-0.253854882,-0.288698117,0.245869347,0.060451736,0.307656419,1.691976005
76,PC,0.004164099,0.003714216,0.001633575,2.67E-06,0.001503082,0.029339864,-0.236605469,-0.270345746,0.253634706,0.064330564,0.320623308,1.729289215
77,PC,0.003878055,0.003430385,0.00162407,2.64E-06,0.001492401,0.029233046,-0.213174771,-0.245467224,0.265991823,0.07075165,0.341723636,1.754492358
78,PC,0.003909268,0.003459379,0.00162849,2.65E-06,0.001496979,0.029147592,-0.215007566,-0.247396946,0.26496961,0.070208894,0.339721792,1.753832542
79,PC,0.004039036,0.00358756,0.001633087,2.67E-06,0.001500031,0.029196423,-0.225976307,-0.259059676,0.259421174,0.067299346,0.330360726,1.735184955
80,PC,0.004077978,0.003627236,0.001637179,2.68E-06,0.001510712,0.029388696,-0.229764834,-0.263157894,0.25770505,0.066411893,0.327450376,1.721418691
81,PC,0.003848524,0.003399866,0.001621658,2.63E-06,0.001489349,0.029086553,-0.211148552,-0.243391568,0.267037156,0.071308843,0.343216762,1.749813634
82,PC,0.005432958,0.004994507,0.001610442,2.59E-06,0.001474089,0.0291598,-0.329270273,-0.364729142,0.209153208,0.043745065,0.250710976,1.57906165
83,PC,0.003986672,0.003535677,0.001635203,2.67E-06,0.001504608,0.029384118,-0.221683239,-0.25455773,0.262213602,0.068755973,0.335157496,1.743576153
84,PC,0.004046776,0.00359519,0.001632458,2.66E-06,0.001500031,0.029236098,-0.227671929,-0.261024425,0.258990403,0.067076029,0.329682723,1.728984311
85,PC,0.004527105,0.004074345,0.001634405,2.67E-06,0.001509186,0.029382592,-0.268671785,-0.303988995,0.238823505,0.057036667,0.296255259,1.690430592
86,PC,0.004593512,0.004146066,0.001623813,2.64E-06,0.001490875,0.0292773,-0.277296386,-0.313043477,0.23621386,0.055796988,0.291931708,1.674434681
87,PC,0.005281675,0.004848013,0.001618843,2.62E-06,0.001490875,0.029809864,-0.321946349,-0.357757224,0.213658553,0.045649977,0.257293539,1.626602213
88,PC,0.005535014,0.005107428,0.001616851,2.61E-06,0.001481719,0.029384118,-0.334286023,-0.3695579,0.206807373,0.042769289,0.247153501,1.587062991
89,PC,0.0045955,0.004149118,0.001622463,2.63E-06,0.001487823,0.029492462,-0.274959209,-0.310500563,0.235879649,0.055639209,0.291542259,1.666625205
90,PC,0.004839514,0.004370384,0.001686343,2.84E-06,0.001571751,0.029529085,-0.290927437,-0.326777856,0.228060781,0.05201172,0.27887661,1.650436884
91,PC,0.004132,0.003660807,0.001683677,2.83E-06,0.001602271,0.029172008,-0.231446543,-0.265707796,0.257250714,0.06617793,0.327192554,1.731292652
92,PC,0.004071562,0.003621132,0.001632593,2.67E-06,0.001501556,0.029274248,-0.228910525,-0.262354444,0.257633142,0.066374836,0.327303867,1.7232695
93,PC,0.003955095,0.003502106,0.001638567,2.68E-06,0.001512238,0.029498566,-0.21699206,-0.249574586,0.263733669,0.069555448,0.337694426,1.741057598
94,PC,0.003923807,0.003476164,0.001630182,2.66E-06,0.001504608,0.029216261,-0.215538838,-0.248033934,0.264461425,0.069939846,0.338896209,1.740870863
95,PC,0.004022997,0.003573827,0.001637054,2.68E-06,0.001510712,0.029248306,-0.215152659,-0.247052287,0.259518294,0.067349745,0.330684387,1.726448125
96,PC,0.005532159,0.005096747,0.001605691,2.58E-06,0.001471037,0.029637429,-0.336923321,-0.372324407,0.206143915,0.042495314,0.246269505,1.584752713
97,PC,0.005123155,0.004687786,0.001620535,2.63E-06,0.001490875,0.029185741,-0.308434542,-0.343988099,0.218260124,0.047637482,0.264215312,1.622039178
98,PC,0.004350548,0.003903436,0.00162741,2.65E-06,0.001496979,0.02935665,-0.257811179,-0.293063078,0.245709233,0.060373027,0.30730755,1.692266586
99,PC,0.004050998,0.003601294,0.001628975,2.65E-06,0.001498505,0.029130806,-0.227259764,-0.260452961,0.258108156,0.06661982,0.328102519,1.722835804
100,PE,0.004142897,0.003692852,0.001632777,2.67E-06,0.001501556,0.029394799,-0.207117126,-0.23736642,0.252509377,0.063760985,0.318365284,1.713921764
101,PE,0.003929987,0.003479216,0.001639803,2.69E-06,0.00151529,0.029539767,-0.190699268,-0.219762375,0.262968725,0.06915255,0.336068524,1.739041671
102,PE,0.003785682,0.003332723,0.001640158,2.69E-06,0.001512238,0.029414637,-0.170634511,-0.19769839,0.270506271,0.073173643,0.349035201,1.758391441
103,PE,0.003685097,0.003232009,0.001638071,2.68E-06,0.00150766,0.029454312,-0.158746471,-0.184502552,0.275829116,0.076081701,0.358500811,1.774695745
104,PE,0.003949145,0.003338827,0.002146515,4.61E-06,0.001597693,0.029483306,-0.172300862,-0.200508151,0.271509214,0.073717253,0.353858096,1.758972795
105,PE,0.007815784,0.003949216,0.011851308,0.000140453,0.002061588,0.048225295,-0.21260212,-0.238379022,0.249166748,0.062084068,0.364463444,1.715250371
106,PE,0.00399653,0.003511262,0.001739546,3.03E-06,0.001539706,0.029596228,-0.190611919,-0.219987021,0.261555162,0.068411103,0.334374863,1.74325663
107,PE,0.003669337,0.003216749,0.001640637,2.69E-06,0.001512238,0.029400903,-0.156560766,-0.18202477,0.277171593,0.076824092,0.361234522,1.759690986
108,PE,0.003828357,0.003376976,0.001636106,2.68E-06,0.00150766,0.02926204,-0.16872652,-0.195429708,0.267756246,0.071693407,0.344607115,1.754013344
109,PE,0.003882848,0.003431911,0.001629709,2.66E-06,0.001500031,0.029394799,-0.176793199,-0.204180064,0.263732215,0.069554681,0.337274063,1.743113908
110,PE,0.004190853,0.003741683,0.001630697,2.66E-06,0.001500031,0.029420741,-0.200016109,-0.2289823,0.249029813,0.062015848,0.31255764,1.703973193
111,PE,0.003816256,0.003340353,0.001687519,2.85E-06,0.001550388,0.029260514,-0.171063376,-0.198585739,0.270757265,0.073309497,0.350372237,1.763040668
112,PE,0.003718563,0.003267106,0.001636162,2.68E-06,0.001506134,0.029425319,-0.16195932,-0.188044831,0.273485573,0.074794358,0.35429248,1.767395856
113,PE,0.003863627,0.003416651,0.001660675,2.76E-06,0.001603797,0.029399377,-0.175522303,-0.20428667,0.269457705,0.072607455,0.349549581,1.756617404
114,PE,0.003788809,0.003364768,0.001661261,2.76E-06,0.001594641,0.029629799,-0.165482767,-0.193675889,0.275006307,0.075628469,0.359768679,1.772295764
115,PE,0.003896413,0.003450223,0.001638657,2.69E-06,0.00151529,0.029345968,-0.177059388,-0.204776119,0.264510873,0.069966002,0.339097155,1.744295496
116,PE,0.003739698,0.00328847,0.001636124,2.68E-06,0.001504608,0.029374962,-0.166175358,-0.192636423,0.272515699,0.074264806,0.352988626,1.759604211
117,PE,0.003661136,0.003212171,0.001637247,2.68E-06,0.001509186,0.029358176,-0.158672892,-0.18459069,0.276819154,0.076628844,0.360246331,1.772793458
118,PE,0.004090021,0.003636391,0.001641001,2.69E-06,0.00152292,0.029445157,-0.201469858,-0.231376417,0.254759173,0.064902236,0.322232938,1.716427092
119,PE,0.003720402,0.003270158,0.001628777,2.65E-06,0.001499268,0.029367332,-0.166043457,-0.192468619,0.272346227,0.074172467,0.352276884,1.760827405
120,PE,0.003744654,0.003291522,0.001642548,2.70E-06,0.001518342,0.029507721,-0.167382818,-0.193994687,0.272674728,0.074351507,0.353127241,1.765795696
121,PE,0.003873628,0.003424281,0.001626033,2.64E-06,0.001495453,0.02937191,-0.179461056,-0.207142856,0.263730461,0.069553756,0.33722972,1.742226831
122,PE,0.003704767,0.003251846,0.001639657,2.69E-06,0.001510712,0.029417689,-0.161189305,-0.187142036,0.274841101,0.075537631,0.356870252,1.768790216
123,PE,0.003916814,0.003465483,0.001635298,2.67E-06,0.001506134,0.029323079,-0.193736472,-0.223225299,0.263645076,0.069508726,0.337404883,1.743372881
124,PE,0.003586431,0.003132821,0.001640093,2.69E-06,0.001510712,0.029439053,-0.147026713,-0.171318838,0.281784445,0.079402474,0.369439931,1.775140149
125,PE,0.003782801,0.003318989,0.001679836,2.82E-06,0.00154581,0.029768663,-0.160748727,-0.18661822,0.274803659,0.075517051,0.35712923,1.766205041
126,PE,0.003895635,0.003444119,0.001636389,2.68E-06,0.001506134,0.029226943,-0.188489554,-0.217535611,0.264826397,0.070133021,0.339405692,1.745604446
127,PE,0.004195263,0.003744735,0.001633534,2.67E-06,0.001503082,0.029457364,-0.210350883,-0.240728407,0.25003253,0.062516266,0.31414037,1.716285929
128,PE,0.003885605,0.003419703,0.001672152,2.80E-06,0.001559543,0.029408533,-0.178416097,-0.206742516,0.266764109,0.07116309,0.343178179,1.756145873
129,PE,0.003886466,0.003434963,0.001636249,2.68E-06,0.001506134,0.029536715,-0.181986436,-0.210191082,0.26473288,0.070083498,0.339160771,1.746882633
130,PE,0.003691457,0.003238113,0.001640143,2.69E-06,0.001510712,0.029480254,-0.162170629,-0.188405796,0.275987846,0.076169291,0.35915012,1.766398327
131,PE,0.003849394,0.003396814,0.001642348,2.70E-06,0.001524446,0.029397851,-0.175952429,-0.203575657,0.267235212,0.071414659,0.343617094,1.752630039
132,PE,0.003751332,0.003299152,0.001639031,2.69E-06,0.001509186,0.029646585,-0.166544726,-0.193232992,0.272115931,0.07404708,0.35209664,1.761479331
133,PE,0.003977743,0.003521943,0.00166593,2.78E-06,0.001573277,0.029378014,-0.190331176,-0.219449775,0.26091557,0.068076934,0.332703338,1.744969712
134,PE,0.004372878,0.003927852,0.001658412,2.75E-06,0.001616004,0.029501618,-0.227988964,-0.260074813,0.246095273,0.060562883,0.309821281,1.691896821
135,PE,0.003833997,0.00338308,0.001635861,2.68E-06,0.001504608,0.029510773,-0.176421079,-0.204072188,0.267334946,0.071467973,0.343832534,1.746204445
136,PE,0.003643589,0.003190808,0.001635425,2.67E-06,0.00150766,0.029326131,-0.151506555,-0.176237623,0.277339529,0.076917214,0.361353501,1.771030898
137,PE,0.003758906,0.003306781,0.001637377,2.68E-06,0.001506134,0.029449734,-0.16489115,-0.191333088,0.27156447,0.073747261,0.351091157,1.762499969
138,PE,0.003955255,0.003451749,0.001810058,3.28E-06,0.001580907,0.029301715,-0.182349477,-0.211193866,0.264596868,0.070011503,0.339097568,1.750340278
139,PE,0.003728081,0.003276262,0.001640675,2.69E-06,0.00151529,0.029396325,-0.160157043,-0.186010149,0.27343378,0.074766032,0.354595703,1.755857469
140,PE,0.003714232,0.00325795,0.001655219,2.74E-06,0.001556491,0.029509247,-0.160468302,-0.186651583,0.275788406,0.076059245,0.359304218,1.764786226
141,PE,0.00365281,0.003199963,0.001640671,2.69E-06,0.001512238,0.02946652,-0.157014582,-0.182658548,0.277878904,0.077216685,0.362250438,1.774243859
142,PE,0.004253815,0.00360282,0.002309509,5.33E-06,0.001687725,0.02992889,-0.194348813,-0.225893157,0.25744259,0.066276687,0.327036582,1.735439694
143,PE,0.004392484,0.003541781,0.002968099,8.81E-06,0.001701459,0.035954953,-0.19197112,-0.223834196,0.259377224,0.067276544,0.329058295,1.744232943
144,PE,0.003767135,0.003315937,0.001637185,2.68E-06,0.001509186,0.029365806,-0.165713084,-0.192176038,0.271003159,0.073442712,0.350349234,1.754774309
145,PE,0.003679381,0.003225905,0.001639824,2.69E-06,0.001510712,0.029468046,-0.157352026,-0.183054716,0.276324909,0.076355455,0.359475523,1.76807532
146,PE,0.003773797,0.003322041,0.001637484,2.68E-06,0.00150766,0.029419215,-0.16783372,-0.194610184,0.270734337,0.073297081,0.349785598,1.760022506
147,PE,0.003829989,0.003355613,0.00170431,2.90E-06,0.00150766,0.032521516,-0.182564785,-0.211267605,0.266665608,0.071110547,0.342221301,1.751664084
148,PE,0.003785004,0.003332723,0.001637067,2.68E-06,0.001506134,0.029463468,-0.170463072,-0.197589842,0.27015633,0.072984443,0.348701384,1.755692693
149,PE,0.003963381,0.003454801,0.001822995,3.32E-06,0.001556491,0.02938717,-0.179761888,-0.208304002,0.263909911,0.069648441,0.338167351,1.743976116
